Id,y
3.000000000000000000e+04,0.000000000000000000e+00
3.000100000000000000e+04,2.000000000000000000e+00
3.000200000000000000e+04,9.000000000000000000e+00
3.000300000000000000e+04,2.000000000000000000e+00
3.000400000000000000e+04,2.000000000000000000e+00
3.000500000000000000e+04,1.000000000000000000e+00
3.000600000000000000e+04,2.000000000000000000e+00
3.000700000000000000e+04,8.000000000000000000e+00
3.000800000000000000e+04,1.000000000000000000e+00
3.000900000000000000e+04,7.000000000000000000e+00
3.001000000000000000e+04,7.000000000000000000e+00
3.001100000000000000e+04,6.000000000000000000e+00
3.001200000000000000e+04,6.000000000000000000e+00
3.001300000000000000e+04,3.000000000000000000e+00
3.001400000000000000e+04,5.000000000000000000e+00
3.001500000000000000e+04,1.000000000000000000e+00
3.001600000000000000e+04,0.000000000000000000e+00
3.001700000000000000e+04,0.000000000000000000e+00
3.001800000000000000e+04,3.000000000000000000e+00
3.001900000000000000e+04,9.000000000000000000e+00
3.002000000000000000e+04,4.000000000000000000e+00
3.002100000000000000e+04,2.000000000000000000e+00
3.002200000000000000e+04,3.000000000000000000e+00
3.002300000000000000e+04,6.000000000000000000e+00
3.002400000000000000e+04,0.000000000000000000e+00
3.002500000000000000e+04,0.000000000000000000e+00
3.002600000000000000e+04,1.000000000000000000e+00
3.002700000000000000e+04,8.000000000000000000e+00
3.002800000000000000e+04,9.000000000000000000e+00
3.002900000000000000e+04,8.000000000000000000e+00
3.003000000000000000e+04,5.000000000000000000e+00
3.003100000000000000e+04,2.000000000000000000e+00
3.003200000000000000e+04,0.000000000000000000e+00
3.003300000000000000e+04,7.000000000000000000e+00
3.003400000000000000e+04,6.000000000000000000e+00
3.003500000000000000e+04,5.000000000000000000e+00
3.003600000000000000e+04,0.000000000000000000e+00
3.003700000000000000e+04,1.000000000000000000e+00
3.003800000000000000e+04,4.000000000000000000e+00
3.003900000000000000e+04,4.000000000000000000e+00
3.004000000000000000e+04,0.000000000000000000e+00
3.004100000000000000e+04,7.000000000000000000e+00
3.004200000000000000e+04,9.000000000000000000e+00
3.004300000000000000e+04,0.000000000000000000e+00
3.004400000000000000e+04,5.000000000000000000e+00
3.004500000000000000e+04,8.000000000000000000e+00
3.004600000000000000e+04,7.000000000000000000e+00
3.004700000000000000e+04,1.000000000000000000e+00
3.004800000000000000e+04,7.000000000000000000e+00
3.004900000000000000e+04,0.000000000000000000e+00
3.005000000000000000e+04,1.000000000000000000e+00
3.005100000000000000e+04,1.000000000000000000e+00
3.005200000000000000e+04,1.000000000000000000e+00
3.005300000000000000e+04,0.000000000000000000e+00
3.005400000000000000e+04,4.000000000000000000e+00
3.005500000000000000e+04,5.000000000000000000e+00
3.005600000000000000e+04,5.000000000000000000e+00
3.005700000000000000e+04,7.000000000000000000e+00
3.005800000000000000e+04,5.000000000000000000e+00
3.005900000000000000e+04,1.000000000000000000e+00
3.006000000000000000e+04,2.000000000000000000e+00
3.006100000000000000e+04,8.000000000000000000e+00
3.006200000000000000e+04,1.000000000000000000e+00
3.006300000000000000e+04,5.000000000000000000e+00
