Id,y
4.532400000000000000e+04,0.000000000000000000e+00
4.532500000000000000e+04,2.000000000000000000e+00
4.532600000000000000e+04,4.000000000000000000e+00
4.532700000000000000e+04,2.000000000000000000e+00
4.532800000000000000e+04,2.000000000000000000e+00
4.532900000000000000e+04,3.000000000000000000e+00
4.533000000000000000e+04,2.000000000000000000e+00
4.533100000000000000e+04,3.000000000000000000e+00
4.533200000000000000e+04,1.000000000000000000e+00
4.533300000000000000e+04,2.000000000000000000e+00
4.533400000000000000e+04,2.000000000000000000e+00
4.533500000000000000e+04,1.000000000000000000e+00
4.533600000000000000e+04,1.000000000000000000e+00
4.533700000000000000e+04,3.000000000000000000e+00
4.533800000000000000e+04,0.000000000000000000e+00
4.533900000000000000e+04,1.000000000000000000e+00
4.534000000000000000e+04,0.000000000000000000e+00
4.534100000000000000e+04,0.000000000000000000e+00
4.534200000000000000e+04,3.000000000000000000e+00
4.534300000000000000e+04,4.000000000000000000e+00
4.534400000000000000e+04,4.000000000000000000e+00
4.534500000000000000e+04,2.000000000000000000e+00
4.534600000000000000e+04,3.000000000000000000e+00
4.534700000000000000e+04,1.000000000000000000e+00
4.534800000000000000e+04,0.000000000000000000e+00
4.534900000000000000e+04,0.000000000000000000e+00
4.535000000000000000e+04,1.000000000000000000e+00
4.535100000000000000e+04,3.000000000000000000e+00
4.535200000000000000e+04,4.000000000000000000e+00
4.535300000000000000e+04,3.000000000000000000e+00
4.535400000000000000e+04,0.000000000000000000e+00
4.535500000000000000e+04,2.000000000000000000e+00
4.535600000000000000e+04,0.000000000000000000e+00
4.535700000000000000e+04,2.000000000000000000e+00
4.535800000000000000e+04,1.000000000000000000e+00
4.535900000000000000e+04,0.000000000000000000e+00
4.536000000000000000e+04,0.000000000000000000e+00
4.536100000000000000e+04,1.000000000000000000e+00
4.536200000000000000e+04,4.000000000000000000e+00
4.536300000000000000e+04,4.000000000000000000e+00
4.536400000000000000e+04,0.000000000000000000e+00
4.536500000000000000e+04,2.000000000000000000e+00
4.536600000000000000e+04,4.000000000000000000e+00
4.536700000000000000e+04,0.000000000000000000e+00
4.536800000000000000e+04,0.000000000000000000e+00
4.536900000000000000e+04,3.000000000000000000e+00
4.537000000000000000e+04,2.000000000000000000e+00
4.537100000000000000e+04,1.000000000000000000e+00
4.537200000000000000e+04,2.000000000000000000e+00
4.537300000000000000e+04,0.000000000000000000e+00
4.537400000000000000e+04,1.000000000000000000e+00
4.537500000000000000e+04,1.000000000000000000e+00
4.537600000000000000e+04,1.000000000000000000e+00
4.537700000000000000e+04,0.000000000000000000e+00
4.537800000000000000e+04,4.000000000000000000e+00
4.537900000000000000e+04,0.000000000000000000e+00
4.538000000000000000e+04,3.000000000000000000e+00
4.538100000000000000e+04,2.000000000000000000e+00
4.538200000000000000e+04,0.000000000000000000e+00
4.538300000000000000e+04,1.000000000000000000e+00
4.538400000000000000e+04,2.000000000000000000e+00
4.538500000000000000e+04,3.000000000000000000e+00
4.538600000000000000e+04,1.000000000000000000e+00
4.538700000000000000e+04,0.000000000000000000e+00
4.538800000000000000e+04,4.000000000000000000e+00
4.538900000000000000e+04,4.000000000000000000e+00
4.539000000000000000e+04,4.000000000000000000e+00
4.539100000000000000e+04,3.000000000000000000e+00
4.539200000000000000e+04,3.000000000000000000e+00
4.539300000000000000e+04,0.000000000000000000e+00
4.539400000000000000e+04,2.000000000000000000e+00
4.539500000000000000e+04,3.000000000000000000e+00
4.539600000000000000e+04,1.000000000000000000e+00
4.539700000000000000e+04,4.000000000000000000e+00
4.539800000000000000e+04,1.000000000000000000e+00
4.539900000000000000e+04,0.000000000000000000e+00
4.540000000000000000e+04,3.000000000000000000e+00
4.540100000000000000e+04,0.000000000000000000e+00
4.540200000000000000e+04,3.000000000000000000e+00
4.540300000000000000e+04,2.000000000000000000e+00
4.540400000000000000e+04,4.000000000000000000e+00
4.540500000000000000e+04,1.000000000000000000e+00
4.540600000000000000e+04,0.000000000000000000e+00
4.540700000000000000e+04,1.000000000000000000e+00
4.540800000000000000e+04,1.000000000000000000e+00
4.540900000000000000e+04,3.000000000000000000e+00
4.541000000000000000e+04,0.000000000000000000e+00
4.541100000000000000e+04,3.000000000000000000e+00
4.541200000000000000e+04,2.000000000000000000e+00
4.541300000000000000e+04,4.000000000000000000e+00
4.541400000000000000e+04,1.000000000000000000e+00
4.541500000000000000e+04,1.000000000000000000e+00
4.541600000000000000e+04,1.000000000000000000e+00
4.541700000000000000e+04,1.000000000000000000e+00
4.541800000000000000e+04,0.000000000000000000e+00
4.541900000000000000e+04,0.000000000000000000e+00
4.542000000000000000e+04,1.000000000000000000e+00
4.542100000000000000e+04,4.000000000000000000e+00
4.542200000000000000e+04,4.000000000000000000e+00
4.542300000000000000e+04,0.000000000000000000e+00
4.542400000000000000e+04,0.000000000000000000e+00
